SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
000807.SZ,000807,云铝股份,10005706,通用,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-26 00:00:00,2023-04-26 00:00:00,CNY,9442838701.91,-13.3472974222,9442838701.91,-13.3472974222,,,,,,,,,,,8214869638.25,-11.555990954,7955528396.36,-10.6104409711,,,,,5799274.59,-70.9887703558,,,,,,,,,,,,,79489138.57,-3.8272631831,9917082.11,-36.567081297,128885638.68,-30.7521365497,,,35250107.94,-58.0234867454,44125731.79,-51.149909194,10614095.92,19.4791911078,,,,,,,,,-20123939.95,-356.1422992735,-20124019.95,-356.1433175325,,,,,392082.47,7284.2261282589,-3306.92,-100.1371168424,48886.5,110.7899616376,3924974.64,255.0712402804,,,0,,1212207760.4,-25.174668462,441666.92,-82.200815462,,,539629.93,,,,,,0,,1212109797.39,-25.2951388727,175474014.24,-28.2870934906,,,,,,,1036635783.15,-24.7638005486,,,1036635783.15,-24.7638005486,,,884659246.11,-21.315266346,151976537.04,-40.0565414895,879598653.98,-21.214496984,,,,,0.26,-18.75,0.26,-18.75,638409.2,192.4401134906,638409.2,192.4401134906,,,,,,,1333266.3,374.8995255291,,,1333266.3,374.8995255291,,,,,,,,,-694857.1,-237.9360612149,,,,,,,,,,,,,,,-694857.1,-237.9360612149,,,,,,,,,1037274192.35,-24.6797135651,885297655.31,-21.210086374,151976537.04,-40.0565414895,,,,,,,,,,,
000807.SZ,000807,云铝股份,10005706,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-03-22 00:00:00,2023-03-22 00:00:00,CNY,48463024922.95,16.0760458277,48463024922.95,16.0760458277,,,,,,,,,,,42610618759.21,21.5997945521,41221734934.73,24.0405711078,,,,,82553671.81,49.4341787292,,,,,,,,,,,,,361837223.93,10.5300091834,71158295.09,4.1742183963,640270080.77,-16.865833035,,,233064552.88,-60.3728415584,274053905.29,-55.2060155711,40877565.67,31.6158331568,,,,,,,,,121067367.56,15336.0075993677,84308519.96,1518.3818062932,,,,,152808954.08,6361.7926810988,-250794424.35,87.3649885159,17799470.29,487.3595298423,11763097.92,-18.55851119,,,0,,5905050629.24,24.6450308123,6641901.42,61.6336006833,,,5106294.37,-86.2705088516,,,,,0,,5906586236.29,25.5542165312,638562999.92,34.2095685478,,,,,,,5268023236.37,24.5803334679,,,5268023236.37,24.5803334679,,,4568644918.34,37.0705528427,699378318.03,-21.9055650574,4346296909.94,30.6909122654,,,,,1.32,23.3644859813,1.32,23.3644859813,-17543895.83,-237.7802149443,-17543895.83,-237.7802149443,,,,,,,-21947061.56,-258.4911999566,,,-21947061.56,-258.4911999566,,,,,,,,,4403165.73,495.1693376434,,,,,,,,,,,,,,,4403165.73,495.1693376434,,,,,,,,,5250479340.54,23.7926826424,4551101022.51,36.0245402154,699378318.03,-21.9055650574,,,,,,,,,,,标准无保留意见
000807.SZ,000807,云铝股份,10005706,通用,2022-09-30 00:00:00,三季报,2022三季报,058001001,2022-10-26 00:00:00,2022-10-26 00:00:00,CNY,37548952694.56,16.5947496093,37548952694.56,16.5947496093,,,,,,,,,,,32505122974.91,22.5074953663,31433288446.02,24.4535672142,,,,,66130618.04,57.8491591616,,,,,,,,,,,,,270735154.58,15.234075161,52952014.45,21.006350147,489534667.84,-6.7421636315,,,192482073.98,-55.2996829194,227457924.54,-48.6986721216,29722211.64,34.0170242063,,,,,,,,,79267319.02,1283.6407777122,79397379.12,1274.18526455,,,,,-148455.18,-105.9077180814,-40333.61,99.9965289321,14184084.99,2927.6653375742,36593125.56,69.4274924984,,,0,,5173685460.43,14.2753309695,3270632.27,73.4617800209,,,870830.18,-71.9542001294,,,,,0,,5176085262.52,14.3591417573,779420030.11,37.3652078514,,,,,,,4396665232.41,11.0616929045,,,4396665232.41,11.0616929045,,,3763291200.16,15.9419816758,633374032.25,-11.1576990672,3721548368.86,15.2873571901,,,,,1.09,4.8076923077,1.09,4.8076923077,-10349665.6,-185.2663401235,-10349665.6,-185.2663401235,,,,,,,-15763772.62,-226.793994769,,,-15763772.62,-226.793994769,,,,,,,,,5414107.02,1938.1413790684,,,,,,,,,,,,,,,5414107.02,1938.1413790684,,,,,,,,,4386315566.81,10.461567049,3752941534.56,15.1923524961,633374032.25,-11.1576990672,,,,,,,,,,,
000807.SZ,000807,云铝股份,10005706,通用,2022-06-30 00:00:00,中报,2022中报,058001001,2022-08-20 00:00:00,2022-08-20 00:00:00,CNY,24785706324.86,13.1140513729,24785706324.86,13.1140513729,,,,,,,,,,,21173646398.54,13.6217801848,20427802332.06,14.9818557757,,,,,43186510.47,88.5189837379,,,,,,,,,,,,,178703012.74,11.9065126861,34447273.18,15.1806980549,342961458.6,-4.796739358,,,146545811.49,-50.5488523999,169993246.14,-44.0332486195,23558723.74,71.6200689441,,,,,,,,,65610784.81,942.7185701645,65610784.81,935.9486332846,,,,,95300.29,-95.6948034199,-2976153.33,99.4068426552,-317401.46,-1541.039340816,21164607.34,95.0576945007,,,0,,3695637063.97,32.9151465184,2624898.11,66.9725782408,,,422270.23,-31.6512811319,,,,,0,,3697839691.85,32.9487376132,555699796.09,63.9913049037,,,,,,,3142139895.76,28.6421352914,,,3142139895.76,28.6421352914,,,2665123301.0,32.4274658309,477016594.76,10.9269172348,2647310307.34,32.2529234449,,,,,0.77,20.3125,0.77,20.3125,-4066514.8,-1816.7689786611,-4066514.8,-1816.7689786611,,,,,,,-6576548.95,-1013.3847754551,,,-6576548.95,-1013.3847754551,,,,,,,,,2510034.15,619.5152094908,,,,,,,,,,,,,,,2510034.15,619.5152094908,,,,,,,,,3138073380.96,28.4631904263,2661056786.2,32.2098436296,477016594.76,10.9269172348,,,,,,,,,,,
000807.SZ,000807,云铝股份,10005706,通用,2022-03-31 00:00:00,一季报,2022一季报,058001001,2022-04-23 00:00:00,2023-04-26 00:00:00,CNY,10897338941.54,7.7835630135,10897338941.54,7.7835630135,,,,,,,,,,,9288214913.43,2.4500769109,8899840745.15,2.7999665313,,,,,19989757.97,75.4236224628,,,,,,,,,,,,,82652465.97,8.8418917781,15633967.84,12.2367088056,186122188.12,18.6261029104,,,83975788.38,-44.1993334036,90328863.39,-41.3825069741,8883635.57,45.4578150554,,,,,,,,,7856546.93,740.8448119051,7856546.93,741.3365952418,,,,,5309.73,-99.590484653,2411753.32,102.1362592307,-453073.9,-109.4969693091,1105404.83,-86.0714638566,,,0,,1620049969.02,72.0974049835,2481388.51,530.0577028275,,,,,,,,,0,,1622531357.53,72.3470829855,244689586.27,113.0371102311,,,,,,,1377841771.26,66.6929490993,,,1377841771.26,66.6929490993,,,1124308623.83,64.8613630851,253533147.43,75.3310455497,1116447341.59,65.5243610386,,,,,0.32,45.4545454545,0.32,45.4545454545,-690619.23,-2997.9624609755,-690619.23,-2997.9624609755,,,,,,,-485001.31,-59394.7632482826,,,-485001.31,-59394.7632482826,,,,,,,,,-205617.92,-934.2716177616,,,,,,,,,,,,,,,-205617.92,-934.2716177616,,,,,,,,,1377151152.03,66.6045937348,1123618004.6,64.7543378732,253533147.43,75.3310455497,,,,,,,,,,,
000807.SZ,000807,云铝股份,10005706,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-03-22 00:00:00,2023-03-22 00:00:00,CNY,41751099098.35,41.179308043,41751099098.35,41.179308043,,,,,,,,,,,35041686473.38,25.0140983135,33232461416.92,26.1972983125,,,,,55244170.05,77.5471167489,,,,,,,,,,,,,327365596.55,17.6370849404,68307011.26,20.4542986335,770164788.01,12.6746501195,,,588143490.59,-9.070992702,611809618.6,-9.0766466095,31058243.29,-12.1288498196,,,,,,,,,784317.88,-97.5690251257,-5943993.33,39.8532934575,,,,,2364807.44,48.0570302517,-1984916473.29,-416.013130317,-4595077.42,-136.279017292,14443618.47,-91.25939973,,,0,,4737493818.05,245.7966033237,4109233.1,-53.6000849871,,,37192160.4,66.2281355518,,,,,0,,4704410890.75,246.8037511451,475795434.58,287.712817999,,,,,,,4228615456.17,242.7347331527,,,4228615456.17,242.7347331527,,,3333060838.81,269.29162947,895554617.36,170.3712416431,3325630554.26,331.4474672497,,,,,1.07,268.9655172414,1.07,268.9655172414,12733247.54,129.1980216521,12733247.54,129.2746097149,,,,,,,13847495.36,134.1532917643,,,13847495.36,134.1532917643,,,,,,,,,-1114247.82,62.2384635273,,,,,,,,,,,,,,,-1114247.82,67.2662565988,,,,,,,,,4241348703.71,256.3629406394,3345794086.35,289.4718271284,895554617.36,170.4644026679,,,,,,,,,,,标准无保留意见
000807.SZ,000807,云铝股份,10005706,通用,2021-09-30 00:00:00,三季报,2021三季报,058001001,2021-10-25 00:00:00,2022-10-26 00:00:00,CNY,32204668581.03,61.8872522082,32204668581.03,61.8872522082,,,,,,,,,,,26533170789.03,39.6942697138,25257040958.83,49.041038382,,,,,41894818.06,142.0194230179,,,,,,,,,,,,,234943660.72,30.5578515589,43759698.88,-90.3616100564,524926040.43,-38.6176191176,,,430605612.11,-20.3944038439,443376290.53,-15.3867895061,22177937.33,-17.3233694314,,,,,,,,,-6696906.74,-41.2069688358,-6761912.41,-43.2730088521,,,,,2512902.24,819.3983849277,-1161994264.72,-589.8422026818,468482.59,-98.7661097217,21598103.72,-86.5809537552,,,0,,4527386109.09,389.165097258,1885506.0,-85.4305853137,,,3105028.86,-87.3699931961,,,,,0,,4526166586.23,395.2636387758,567407163.94,424.4526831821,,,,,,,3958759422.29,391.3440995477,,,3958759422.29,391.3440995477,,,3245839984.59,469.1497404167,712919437.7,202.8497297567,3228062867.92,651.7752910352,,,,,1.04,477.7777777778,1.04,477.7777777778,12138043.67,131.5256512624,12138043.67,131.5256512624,,,,,,,12432586.14,155.0559613233,,,12432586.14,155.0559613233,,,,,,,,,-294542.47,98.1499045339,,,,,,,,,,,,,,,-294542.47,76.0722592863,,,,,,,,,3970897465.96,417.5845176141,3257978028.26,512.6388861839,712919437.7,202.8497297567,,,,,,,,,,,
000807.SZ,000807,云铝股份,10005706,通用,2021-06-30 00:00:00,中报,2021中报,058001001,2021-08-24 00:00:00,2022-08-20 00:00:00,CNY,21912137372.88,81.5684788228,21912137372.88,81.5684788228,,,,,,,,,,,18635200367.48,57.9885009891,17766109438.96,68.4680084623,,,,,22908308.55,163.6560830332,,,,,,,,,,,,,159689555.55,40.4159730679,29907157.85,-89.7161493027,360241294.56,-24.6222621499,,,296344612.01,-17.327367222,303739706.07,-12.6716984045,13727254.56,-31.8037183907,,,,,,,,,-7785610.42,-42.0499797083,-7848662.25,-45.4225270856,,,,,2213610.65,-43.3420733532,-501747699.19,-800.8020937689,-19341.49,-100.0439027147,10850434.48,-92.7554474283,,,0,,2780448399.43,578.960240022,1572053.41,-85.6669466699,,,617817.33,-97.1099707068,,,,,0,,2781402635.51,596.9080267877,338859305.02,645.5242530292,,,,,,,2442543330.49,590.6597429504,,,2442543330.49,590.6597429504,,,2012515518.8,727.243978195,430027811.69,289.6094176517,2001702675.74,1766.1060838718,,,,,0.64,700.0,0.64,700.0,236870.24,100.5915169478,236870.24,100.5915169478,,,,,,,720019.55,102.7500085665,,,720019.55,102.7500085665,,,,,,,,,-483149.31,96.514600407,,,,,,,0.0,100.0,,,,,,,-483149.31,-163.1204292086,,,,,,,,,2442780200.73,678.9251616003,2012752389.04,890.3570642264,430027811.69,289.6094176517,,,,,,,,,,,
000807.SZ,000807,云铝股份,10005706,通用,2021-03-31 00:00:00,一季报,2021一季报,058001001,2021-04-27 00:00:00,2022-04-23 00:00:00,CNY,10110390338.62,68.6920923278,10110390338.62,68.6920923278,,,,,,,,,,,9066088765.86,57.097580563,8657435450.08,68.2741435592,,,,,11395134.64,421.8011169315,,,,,,,,,,,,,75938101.24,38.3851220645,13929460.34,-90.7887408616,156898172.96,-25.9618133846,,,150492446.6,-26.9299432693,154098817.14,-22.6239194563,6107362.17,-35.5985607323,,,,,,,,,934363.49,550.2421278395,933817.33,,,,,,1296588.77,-66.8134812137,-112896098.25,-106.7820177519,-216267.52,-100.495819042,7936259.91,-87.7526092466,,,0,,941356419.16,236.2855127323,393835.12,-95.4267309241,,,317809.11,-98.4271388359,,,,,0,,941432445.17,250.8440203249,114857728.78,326.371549143,,,,,,,826574716.39,242.4155522333,,,826574716.39,242.4155522333,,,681972175.16,276.861224876,144602541.23,139.2730388378,674491255.9,476.6587873713,,,,,0.22,266.6666666667,0.22,266.6666666667,23831.2,100.046499945,23831.2,100.046499945,,,,,,,-815.2,99.9941987819,,,-815.2,99.9941987819,,,,,,,,,24646.4,100.0662578032,,,,,,,,,,,,,,,24646.4,-96.9466529108,,,,,,,,,826598547.59,334.719536285,681996006.36,425.7806149471,144602541.23,139.2730388378,,,,,,,,,,,
000807.SZ,000807,云铝股份,10005706,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-03-23 00:00:00,2022-03-22 00:00:00,CNY,29573100815.61,21.7820765232,29573100815.61,21.7820765232,,,,,,,,,,,28030187751.72,18.7361186249,26333734447.01,25.1584027,,,,,31115216.66,202.6324161494,,,,,,,,,,,,,278284349.46,-4.7880435038,56707823.66,-89.4783608033,683529779.94,-17.3610487084,,,646816134.99,-27.9836249164,672885013.35,-28.8543825053,35345210.83,-24.5808533699,,,,,,,,,32263512.4,36.5593101767,-9882491.78,-142.3347339053,,,,,1597227.39,113.8070036547,-384663946.84,-17.448275123,12665936.85,65.8265763925,165247443.24,-22.7970077024,,,0,,1370023236.93,135.1099173682,8856122.04,-59.1975373786,,,22374166.85,184.1117843359,,,,,0,,1356505192.12,127.3933023108,122718520.64,139.0330682002,,,,,,,1233786671.48,126.2972392235,,,1233786671.48,126.2972392235,,,902555209.17,82.2512862214,331231462.31,562.7208510687,770807759.16,128.3083769529,,,,,0.29,52.6315789474,0.29,52.6315789474,-43609966.77,-254.7390395925,-43495874.63,-254.851894228,-114092.14,-221.0941937861,,,,,-40545126.53,-258.6884677465,,,-40545126.53,-258.6884677465,,,,,,,,,-2950748.1,-216.2373854338,,,,,,,453225.0,-40.1964422673,,,,,,,-3403973.1,-291.1595747767,,,,,,,,,1190176704.71,107.5687513883,859059334.54,64.1574058325,331117370.17,561.2460713994,,,,,,,,,,,标准无保留意见
