SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
000931.SZ,000931,中关村,10005797,通用,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-27 00:00:00,2023-04-27 00:00:00,CNY,588401769.3,20.5291595115,588401769.3,20.5291595115,,,,,,,,,,,571891115.65,18.4067171049,254062582.82,22.8950451834,,,,,24866763.2,-8.2120265386,,,,,,,,,,,,,7710017.51,-17.7275862227,223068677.39,29.9514557071,47724520.74,-9.9967963667,,,14458553.99,-4.3353837339,7819957.65,-24.8087645279,428263.27,-72.4941309625,,,,,,,,,-6649.78,88.1221603879,-55984.76,0.0,,,,,156587.39,,,,8970.85,101.0808795796,3352952.02,239.9298738865,,,0,,20022514.13,278.2280059611,840262.03,10.2794603604,,,157610.24,-8.947430783,,,,,0,,20705165.92,251.9724980805,7267984.2,-23.9522714084,,,,,,,13437181.72,465.6847507572,,,13437181.72,465.6847507572,,,9465591.5,245.2893120076,3971590.22,39.821639239,6718334.92,182.2750941569,,,,,0.0126,244.8275862069,0.0126,244.8275862069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13437181.72,465.6847507572,9465591.5,245.2893120076,3971590.22,39.821639239,,,,,,,,,,,
000931.SZ,000931,中关村,10005797,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-04-27 00:00:00,2023-04-27 00:00:00,CNY,2060280707.26,5.3402434537,2060280707.26,5.3402434537,,,,,,,,,,,2018290375.54,0.3526964304,873425457.1,-7.8596560479,,,,,121540102.38,2.380950338,,,,,,,,,,,,,33488508.23,-39.7062168571,715525212.34,12.5565378873,209881976.78,10.041697632,,,64429118.71,2.9560268189,65731689.97,4.4973488178,1840208.3,27.4677605931,,,,,,,-266680.07,73.1293244226,-223948.98,-120.863382206,-224211.65,57.2270794987,,,,,307208.72,531.8690307606,-28104679.82,-1301.73739911,-32173496.96,-28.4110772288,9620778.56,54.2398300418,,,0,,-8850486.83,88.3631238262,2648316.2,-11.4968190464,,,2071061.0,64.6403659561,,,,,0,,-8273231.63,88.8682616872,21932371.94,-14.8428194937,,,,,,,-30205603.57,69.8174184657,,,-30205603.57,69.8174184657,,,-42852418.43,62.3864136301,12646814.86,-8.6988287796,-50204764.25,58.302240734,,,,,-0.0569,62.3925974884,-0.0569,62.3925974884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30205603.57,69.8452537003,-42852418.43,62.4109158644,12646814.86,-8.579270701,,,,,,,,,,,标准无保留意见
000931.SZ,000931,中关村,10005797,通用,2022-09-30 00:00:00,三季报,2022三季报,058001001,2022-10-28 00:00:00,2022-10-28 00:00:00,CNY,1538628824.11,5.3192079686,1538628824.11,5.3192079686,,,,,,,,,,,1472841966.4,-0.6463338464,635158631.53,-6.2628992505,,,,,80754864.5,82.0524012571,,,,,,,,,,,,,24615358.29,-48.3771550929,527589049.19,-1.0268714171,157960808.53,9.7076614033,,,46763254.36,30.8422295787,28093430.64,-23.7069455901,1530364.0,47.1341531717,,,,,,,,,-167954.28,-125.2963475565,-167954.28,82.0110168173,,,,,244174.38,429.3825801848,,,-23138429.27,-771.0663993488,4970668.09,40.96147448,,,0,,47695316.63,339.3777303106,2019648.45,-11.8582350794,,,850134.87,17.5670217245,,,,,0,,48864830.21,366.1997544883,20754127.06,44.2928194335,,,,,,,28110703.15,185.860969999,,,28110703.15,185.860969999,,,13161174.02,126.3455551967,14949529.13,-13.1657371297,9166418.67,116.5539370543,,,,,0.0175,126.395173454,0.0175,126.395173454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28110703.15,185.7093935974,13161174.02,126.3166397029,14949529.13,-13.1505487098,,,,,,,,,,,
000931.SZ,000931,中关村,10005797,通用,2022-06-30 00:00:00,中报,2022中报,058001001,2022-08-31 00:00:00,2022-08-31 00:00:00,CNY,1013971218.81,6.5523608839,1013971218.81,6.5523608839,,,,,,,,,,,969824415.28,6.1462320335,439022752.34,-0.7632524883,,,,,61828692.37,196.616865914,,,,,,,,,,,,,16685518.98,-55.1013151603,317845359.1,8.0854277257,102389388.61,6.5384723649,,,32052703.87,38.8318292028,33061866.66,51.2554885692,1839444.21,38.0030694554,,,,,,,,,-111969.52,-112.2612688848,-111969.52,83.6397710236,,,,,119181.71,1892.965191334,,,-20641695.39,-1367.7517649705,3615436.24,74.8378663918,,,0,,27127756.57,-31.3758803212,1859002.77,5.8118052023,,,625874.61,8.7079862586,,,,,0,,28360884.73,-30.3379327421,17367429.55,96.6357534836,,,,,,,10993455.18,-65.5159293695,,,10993455.18,-65.5159293695,,,3768010.26,-75.2786038809,7225444.92,-56.5723950707,432835.48,-96.0308087252,,,,,0.005,-75.2475247525,0.005,-75.2475247525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10993455.18,-65.5030108073,3768010.27,-75.26023363,7225444.91,-56.5707746829,,,,,,,,,,,
000931.SZ,000931,中关村,10005797,通用,2022-03-31 00:00:00,一季报,2022一季报,058001001,2022-04-27 00:00:00,2023-04-27 00:00:00,CNY,488182089.45,16.7086698622,488182089.45,16.7086698622,,,,,,,,,,,482988743.91,15.9645324854,206731347.42,17.4576173072,,,,,27091526.55,212.9430205934,,,,,,,,,,,,,9371327.71,-0.5068354499,171655389.45,5.6568191642,53025357.78,5.7052089305,,,15113795.0,54.42178248,10400091.98,-5.4520482371,1556988.69,1085.0596233173,,,,,,,,,-55984.76,-103.8754771492,-55984.76,63.4104256781,,,,,,,-829958.32,-121284.797114781,-829958.32,1.8450010028,986365.8,-7.6915639124,,,0,,5293768.26,55.4381991127,761938.83,22.0922787596,,,173098.07,-51.2111330051,,,,,0,,5882609.02,60.0716902167,9557135.15,128.3127764359,,,,,,,-3674526.13,-619.0860660154,,,-3674526.13,-619.0860660154,,,-6514995.06,1.5349447237,2840468.93,-53.4773096604,-8165697.03,10.4312978907,,,,,-0.0087,1.1363636364,-0.0087,1.1363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3674526.13,-619.0860660154,-6514995.06,1.5349447237,2840468.93,-53.4773096604,,,,,,,,,,,
000931.SZ,000931,中关村,10005797,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-04-27 00:00:00,2023-04-27 00:00:00,CNY,1955834389.32,9.2879421046,1955834389.32,9.2879421046,,,,,,,,,,,2011196955.67,17.7178100455,947929451.57,20.5658445893,,,,,118713590.74,100.382274435,,,,,,,,,,,,,55542224.23,43.8171093309,635702932.74,8.4907103326,190729497.36,7.7263287262,,,62579259.03,1.9355439967,62902734.58,12.5369381342,1443665.67,102.3714922731,,,,,,,-992457.63,-282.4294955263,1073406.88,-41.2798775548,-524190.65,-133.451897719,,,,,48619.05,113.8302412525,-2004988.94,62.8411088038,-25055079.09,-227.3389282249,6237544.84,12.2983847327,,,0,,-76055521.24,-200.5347392717,2992340.13,-65.9666774988,,,1257930.27,-56.5385865667,,,,,0,,-74321111.38,-191.1367451678,25755164.52,-1.5475352977,,,,,,,-100076275.9,-280.6789460826,,,-100076275.9,-280.6789460826,,,-113928031.24,-547.9400485143,13851755.34,-53.7584903763,-120401587.84,-902.9143132529,,,,,-0.1513,-547.6331360947,-0.1513,-547.6331360947,-92378.38,-515.5224978927,-74263.35,-1008.3224068846,-18115.03,-228.8777445614,,,,,,,,,,,,,,,,,,,-74263.35,-200.0,,,,,,,,,,,,,-74263.35,-200.0,,,,,,,,,,,-100168654.28,-280.7731690052,-114002294.59,-548.0879944017,13833640.31,-53.8406235271,,,,,,,,,,,标准无保留意见
000931.SZ,000931,中关村,10005797,通用,2021-09-30 00:00:00,三季报,2021三季报,058001001,2021-10-29 00:00:00,2022-10-28 00:00:00,CNY,1460919478.78,17.4395359791,1460919478.78,17.4395359791,,,,,,,,,,,1482423370.39,24.448917019,677595772.06,25.7815615891,,,,,44358033.15,89.8829655474,,,,,,,,,,,,,47683071.97,160.2447332254,533062919.95,21.3286995139,143983388.68,13.9551511501,,,35740184.58,-20.7420658162,36823051.4,-11.1025488538,1040114.73,116.4090656408,,,,,,,,,663946.76,495.3139866397,-933650.77,-455.8957890207,,,,,46124.37,106.5425794618,-815.13,,-2656333.58,-190.4871215848,3526260.0,-16.21517894,,,0,,-19924709.19,-133.7381172744,2291363.75,-63.5529820457,,,723106.58,-69.8791076014,,,,,0,,-18356452.02,-129.1635551611,14383340.17,-26.2806143159,,,,,,,-32739792.19,-175.3814011878,,,-32739792.19,-175.3814011878,,,-49955956.22,-322.292162993,17216164.03,-17.8582118806,-55373042.92,-418.1286888627,,,,,-0.0663,-322.4832214765,-0.0663,-322.4832214765,-57900.07,,-54889.27,,-3010.8,,,,,,-54889.27,,,,-54889.27,,,,,,,,,,-54889.27,,-54889.27,,,,,,,,,,,,,,,,,,,,,,,,-32797692.26,-175.5147126145,-50010845.49,-322.5364072329,17213153.23,-17.8725770142,,,,,,,,,,,
000931.SZ,000931,中关村,10005797,通用,2021-06-30 00:00:00,中报,2021中报,058001001,2021-08-26 00:00:00,2022-08-31 00:00:00,CNY,951617787.16,24.3985017542,951617787.16,24.3985017542,,,,,,,,,,,913668244.93,24.6345581497,442399376.59,36.195201098,,,,,20844631.4,31.3995645232,,,,,,,,,,,,,37162600.73,207.9584618002,294068650.87,8.5932826576,96105553.55,21.2403232765,,,23087431.79,-23.6843496786,21858292.2,-22.1986230833,1332900.94,445.6910802764,,,,,,,,,913196.84,915.5762746862,-684400.69,-511.2383888044,,,,,5980.12,100.7873832555,684.87,,-1406347.85,-142.3739750678,2067879.41,31.1588471741,,,0,,39530935.62,10.047934674,1756895.43,-62.4739784697,,,575739.31,-17.7104599601,,,,,0,,40712091.74,2.0258163301,8832284.69,-38.4592360259,,,,,,,31879807.05,24.7654544955,,,31879807.05,24.7654544955,,,15241899.13,25.7401875842,16637907.92,23.885676554,10904878.35,34.0803331414,,,,,0.0202,25.4658385093,0.0202,25.4658385093,-11938.47,,-11317.67,,-620.8,,,,,,,,,,,,,,,,,,,,-11317.67,,,,,,,,,,,,,,-11317.67,,,,,,,,,,,,31867868.58,24.718731859,15230581.46,25.6468208759,16637287.12,23.8810540842,,,,,,,,,,,
000931.SZ,000931,中关村,10005797,通用,2021-03-31 00:00:00,一季报,2021一季报,058001001,2021-04-27 00:00:00,2022-04-27 00:00:00,CNY,418291194.67,27.7308986999,418291194.67,27.7308986999,,,,,,,,,,,416496952.61,23.3765494806,176005057.96,34.8644446562,,,,,8657015.74,23.3827836626,,,,,,,,,,,,,9419066.88,84.7954256082,162465036.15,17.3519217643,50163429.33,19.7136904745,,,9787346.55,-33.0456971749,10999806.75,-20.7346085385,131384.84,-23.5376206597,,,,,,,,,1444590.12,2680.3274319654,-153007.41,-173.3018950157,,,,,-56806.38,,684.87,,-845558.89,-305.3895342629,1068554.34,108.2501573636,,,0,,3405706.12,136.8796065173,624067.99,32.5086481669,,,354790.1,-15.8344570348,,,,,0,,3674984.01,140.0096937541,4185983.5,29.4709914136,,,,,,,-510999.49,95.8851349892,,,-510999.49,95.8851349892,,,-6616555.53,61.7256911119,6105556.04,25.4011465345,-9116685.67,49.5286714451,,,,,-0.0088,61.7391304348,-0.0088,61.7391304348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-510999.49,95.8851349892,-6616555.53,61.7256911119,6105556.04,25.4011465345,,,,,,,,,,,
000931.SZ,000931,中关村,10005797,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-04-27 00:00:00,2022-04-27 00:00:00,CNY,1789615900.58,-16.1830923857,1789615900.58,-16.1830923857,,,,,,,,,,,1708489951.43,-14.680026519,786233825.01,-19.2090088836,,,,,59243558.88,-9.5666710252,,,,,,,,,,,,,38620039.36,33.82186182,585951489.11,-17.1602531466,177050030.03,2.9641134128,,,61391009.04,10.3649283314,55895189.28,14.0632098122,713374.03,-25.839324559,,,,,,,544022.57,658.8243425213,1828005.18,916.2958537156,-224539.04,-0.2679255806,,,,,-351541.59,64.1787099509,-5395717.89,-1662.3883302366,-7654170.32,21.1288387888,5554438.61,2.0165638418,,,0,,75650985.71,-40.4318667922,8792383.2,-80.6911567317,,,2894361.16,-57.3884782741,,,,,0,,81549007.75,-50.7976724935,26159999.75,-33.9353190305,,,,,,,55389008.0,-56.09086704,,,55389008.0,-56.09086704,,,25433767.67,-73.2889325053,29955240.33,-3.1406364797,14995571.24,-76.4235935607,,,,,0.0338,-73.2594936709,0.0338,-73.2594936709,22231.86,120.9987721988,8175.88,108.1967102999,14055.98,329.4359419684,,,,,-66087.47,33.7441540186,,,-66087.47,33.7441540186,,,,,,,,,74263.35,,,,,,,,,,,,,,74263.35,,,,,,,,,,,,55411239.86,-56.0363445832,25441943.55,-73.2523264565,29969296.31,-3.0759869537,,,,,,,,,,,标准无保留意见
