SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
600860.SH,600860,京城股份,10004304,通用,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-29 00:00:00,2023-04-29 00:00:00,CNY,274718604.19,-1.8038173965,274718604.19,-1.8038173965,,,,,,,,,,,286863753.87,-0.3279472758,232442407.12,-5.2230072495,,,,,14927932.28,90.6447674876,,,,,,,,,,,,,1569653.29,-8.0684546042,8241184.07,-16.9923037428,24853269.84,21.0275298401,,,4829307.27,89.0442576277,4333651.25,215.4370524622,902931.24,500.880026864,,,,,,,,,2774290.64,-46.4160920704,2774290.64,-38.9858036203,,,,,,,-8171636.14,-11402.4013001383,325089.9,,639528.58,177.7012918721,,,0,,-16577876.7,-588.2737589588,675487.43,-2.2070874036,,,82123.54,-32.6565714373,,,,,0,,-15984512.81,-768.803050814,3449059.66,214.9075111912,,,,,,,-19433572.47,-562.1110219574,,,-19433572.47,-562.1110219574,,,-15756292.0,-1160.3486295195,-3677280.47,-118.2440955275,-16521253.96,-902.2084376852,,,,,-0.03,-200,-0.03,-200,-661356.17,,-598674.61,,-62681.56,,,,,,,,,,,,,,,,,,,,-598674.61,,-496.5,,,,,,,,,,,,,,-598178.11,,,,,,,,,,-20094928.64,-584.6437400293,-16354966.61,-1208.2367191945,-3739962.03,-121.9642034932,,,,,,,,,,,
600860.SH,600860,京城股份,10004304,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-03-31 00:00:00,2023-03-31 00:00:00,CNY,1372261232.14,16.0313207226,1372261232.14,16.0313207226,,,,,,,,,,,1384549487.08,12.8104186317,1186461657.86,12.6457579904,,,,,47649016.32,79.5594652981,,,,,,,,,,,,,7512492.91,35.7440436374,31940023.66,-6.1595249769,101820649.76,7.0301135025,,,9165646.57,-28.4829658945,12931363.31,44.869470085,994136.53,-16.2228685434,,,,,,,,,25075531.62,30.9647033661,20659931.05,11.1234549458,,,,,324288.25,64.3483985916,-19531341.09,9.6545901675,3594695.68,1701.8544581854,15304144.59,52.0472558764,,,0,,12479064.11,134.0599851775,12213843.95,1299.4911064951,,,3340210.19,154.7357070574,,,,,0,,21352697.87,157.5901440637,7298542.11,75.4924857958,,,,,,,14054155.76,134.0823373763,,,14054155.76,134.0823373763,,,18302413.93,178.6109464664,-4248258.17,76.337596068,-4859898.19,86.0412078123,,,,,0.04,180,0.04,180,3486077.88,550.9293477278,3158931.01,548.2217969075,327146.87,578.8605804903,,,,,,,,,,,,,,,,,,,3158931.01,548.2217969075,-6087.45,24.7813854178,,,,,,,,,,,,,3165018.46,554.3023922434,,,,,,,,,17540233.64,141.7535345694,21461344.94,189.4705808199,-3921111.3,78.2425659676,,,,,,,,,,,标准无保留意见
600860.SH,600860,京城股份,10004304,通用,2022-09-30 00:00:00,三季报,2022三季报,058001001,2022-10-29 00:00:00,2022-10-29 00:00:00,CNY,1038171882.2,21.7790512918,1038171882.2,21.7790512918,,,,,,,,,,,1030059655.22,18.6143304518,899277292.01,20.0688645128,,,,,32554642.66,115.1628552316,,,,,,,,,,,,,5494728.37,29.6373891996,24229345.13,-30.7180121668,65077293.93,15.2863637461,,,3426353.12,-60.405637407,3585933.96,-15.7847886247,1602831.1,43.8957316639,,,,,,,-30675.01,,15715373.77,139.9731845086,13631948.54,108.1593572051,,,,,,,-3882624.24,47.6910364612,-810004.79,66.4087447191,4460632.11,-43.3355834853,,,0,,23564928.82,310.4561151149,4086059.74,283.0974027876,,,875081.9,179.1246398792,,,,,0,,26775906.66,356.3759935109,5401285.22,84.7715404128,,,,,,,21374621.44,259.9032337514,,,21374621.44,259.9032337514,,,20720422.69,395.5272003498,654198.75,110.2928103075,13215316.13,183.7947754201,,,,,0.04,500,0.03,400,1966372.71,723.2139746644,1783243.77,723.462344893,183128.94,720.8057402066,,,,,,,,,,,,,,,,,,,1783243.77,723.462344893,3496.18,412.7705066156,,,,,,,,,,,,,1779747.59,724.6813287298,,,,,,,,,23340994.15,270.5870847165,22503666.46,408.38072985,837327.69,113.1132019588,,,,,,,,,,,
600860.SH,600860,京城股份,10004304,通用,2022-06-30 00:00:00,中报,2022中报,058001001,2022-08-12 00:00:00,2022-08-12 00:00:00,CNY,637677016.77,21.1037018278,637677016.77,21.1037018278,,,,,,,,,,,635491143.05,20.6074967176,553123507.27,22.0432415665,,,,,21615500.91,115.812483827,,,,,,,,,,,,,3635239.7,44.4590882259,15841866.48,5.2581637987,38334532.86,-3.9631001628,,,2940495.83,-52.4955464128,2882848.89,-38.6437086817,222568.3,-74.7290453709,,,,,,,-5952.01,,13545545.9,283.498465874,12254352.49,246.9424868432,,,,,,,-4631897.06,35.9122609724,-861311.24,71.4499129451,1834312.92,-76.3450163404,,,0,,12066572.23,1388.6867369447,722359.8,23.6987109822,,,1066190.71,548.3679860318,,,,,0,,11722741.32,853.0092281994,3034715.0,64.1417704941,,,,,,,8688026.32,1504.0996644635,,,8688026.32,1504.0996644635,,,10576997.42,905.3725634818,-1888971.1,-371.9730285016,7256597.49,178.2752919585,,,,,0.02,300,0.02,300,1966372.71,723.2139746644,1783243.77,723.462344893,183128.94,720.8057402066,,,,,,,,,,,,,,,,,,,1783243.77,723.462344893,3496.18,412.7705066156,,,,,,,,,,,,,1779747.59,724.6813287298,,,,,,,,,10654399.03,1240.3828413168,12360241.19,872.8398603263,-1705842.16,-356.500280169,,,,,,,,,,,
600860.SH,600860,京城股份,10004304,通用,2022-03-31 00:00:00,一季报,2022一季报,058001001,2022-04-29 00:00:00,2023-04-29 00:00:00,CNY,279765054.92,13.1787685354,279765054.92,13.1787685354,,,,,,,,,,,287807611.09,13.6927229301,245251933.38,14.5244899336,,,,,7830234.46,67.1133583962,,,,,,,,,,,,,1707415.32,63.4957627553,9928216.83,-7.5386522507,20535220.27,11.2744980785,,,2554590.83,-37.3101409601,1373856.12,-31.4846364588,150268.14,-66.8421697533,,,,,,,153875.99,,5177469.78,1043.2324823799,4546959.24,904.0100126332,,,,,,,72300.0,,,,230293.7,-81.5118662304,,,0,,-2408616.7,43.4331598136,690732.5,97.7981607555,,,121947.37,2007.7812423301,,,,,0,,-1839831.57,53.0004884769,1095261.16,52.5830936562,,,,,,,-2935092.73,36.6397593401,,,-2935092.73,36.6397593401,,,-1250153.46,70.7889280822,-1684939.27,-377.7744554479,-1648484.82,69.64803208,,,,,-0.01,0,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2935092.73,36.6397593401,-1250153.46,70.7889280822,-1684939.27,-377.7744554479,,,,,,,,,,,
600860.SH,600860,京城股份,10004304,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-03-18 00:00:00,2023-03-31 00:00:00,CNY,1182664494.03,8.6711656602,1182664494.03,8.6711656602,,,,,,,,,,,1227324128.28,2.6888539556,1053267942.82,6.9423275068,,,,,26536621.86,-0.0697183032,,,,,,,,,,,,,5534307.59,-51.9687050302,34036511.06,-22.4202888409,95132712.12,-13.3283392389,,,12816032.83,-31.0272444329,8926217.03,-47.5617919997,1186644.27,19.3867562731,,,,,,,30675.01,,19146786.1,275.2098504098,18591872.49,274.4468150297,,,,,197317.56,-99.9290041497,-21618520.66,46.9684213732,199499.78,128.3140516321,10065386.91,230.6641275135,,,0,,-36638489.55,-130.1096314722,872734.66,-55.2979377335,,,1311245.38,-19.7855649699,,,,,0,,-37077000.27,-130.3906646262,4158891.52,57.7213314264,,,,,,,-41235891.79,-134.546216943,,,-41235891.79,-134.546216943,,,-23282271.43,-114.8833406922,-17953620.36,51.5648493709,-34816036.55,72.7057566794,,,,,-0.05,-114.7058823529,-0.05,-114.7058823529,-773087.38,77.4131120886,-704769.61,77.1176401644,-68317.77,80.0681811823,,,,,,,,,,,,,,,,,,,-704769.61,77.1176401644,-8093.01,-168.2920428434,,,,,,,,,,,,,-696676.6,77.4671011862,,,,,,,,,-42008979.17,-136.2328490761,-23987041.04,-115.641839771,-18021938.13,51.8260015055,,,,,,,,,,,标准无保留意见
600860.SH,600860,京城股份,10004304,通用,2021-09-30 00:00:00,三季报,2021三季报,058001001,2021-10-29 00:00:00,2022-10-29 00:00:00,CNY,852504491.69,4.5287110647,852504491.69,4.5287110647,,,,,,,,,,,868410799.35,2.66097486,748967932.41,4.0658959337,,,,,15130233.62,9.7766578826,,,,,,,,,,,,,4238536.74,-21.7568585763,34972069.78,-9.5094418877,56448388.01,3.9481042988,,,8653638.79,-38.3847565853,4258059.68,-67.9651847438,1113883.7,23.0544118469,,,,,,,,,6548804.11,185.9292123628,6548804.11,185.9292123628,,,,,122252.07,-75.4319774017,-7422483.6,23.8250249167,-2411356.12,40.945246546,7872016.31,1397.1489109871,,,0,,-11197074.89,77.9397872552,1066585.08,-45.2511766247,,,313509.37,-67.3951987428,,,,,0,,-10443999.18,79.015589766,2923223.57,46.105945339,,,,,,,-13367222.75,74.1801121994,,,-13367222.75,74.1801121994,,,-7011341.99,80.1746185714,-6355880.76,61.2577404362,-15771050.24,59.8253569941,,,,,-0.01,87.5,-0.01,87.5,-315521.28,87.1087692609,-286022.69,86.982976276,-29498.59,88.2132032179,,,,,,,,,,,,,,,,,,,-286022.69,86.982976276,-1117.81,,,,,,,,,,,,,,-284904.88,87.0338483215,,,,,,,,,-13682744.03,74.7637446086,-7297364.68,80.5728847454,-6385379.35,61.662769591,,,,,,,,,,,
600860.SH,600860,京城股份,10004304,通用,2021-06-30 00:00:00,中报,2021中报,058001001,2021-08-12 00:00:00,2022-08-12 00:00:00,CNY,526554520.75,0.5197990588,526554520.75,0.5197990588,,,,,,,,,,,526908492.71,-2.3651672664,453219285.37,-1.6137944551,,,,,10015871.43,9.2990433171,,,,,,,,,,,,,2516449.29,-40.1873184116,15050487.21,-36.2801549263,39916462.24,23.5626781175,,,6189937.17,-36.3438144639,4698538.37,-50.6448732215,880727.71,30.9414033875,,,,,,,,,3532099.11,158.3826609724,3532099.11,158.3826609724,,,,,122252.07,,-7227430.91,33.3784414067,-3016842.78,38.5208789299,7754445.94,1397.4717356395,,,0,,810551.47,102.1830879203,583967.12,-53.7467059801,,,164442.22,-72.0901416511,,,,,0,,1230076.37,103.3742029236,1848837.74,86.6202097345,,,,,,,-618761.37,98.3475907522,,,-618761.37,98.3475907522,,,-1313304.91,94.5482928099,694543.54,105.2001502892,-9270610.57,66.4918400735,,,,,-0.01,83.3333333333,-0.01,83.3333333333,-315521.28,-191.7622645737,-286022.69,-189.5054095,-29498.59,-221.45670191,,,,,,,,,,,,,,,,,,,-286022.69,-189.5054095,-1117.81,,,,,,,,,,,,,,-284904.88,-189.1556119305,,,,,,,,,-934282.65,97.48186493,-1599327.6,93.2717208835,665044.95,104.9883609565,,,,,,,,,,,
600860.SH,600860,京城股份,10004304,通用,2021-03-31 00:00:00,一季报,2021一季报,058001001,2021-04-30 00:00:00,2022-04-29 00:00:00,CNY,247188636.65,28.100970223,247188636.65,28.100970223,,,,,,,,,,,253145147.44,11.4757088089,214148025.04,11.8177723498,,,,,4685582.61,1310.2506090487,,,,,,,,,,,,,1044317.78,-11.2725336888,10737694.26,8.3601936785,18454561.13,-6.5142311294,,,4074966.62,-7.6237978706,2005179.64,-47.7621463934,453190.51,463.0919889417,,,,,,,,,452879.87,111.9052476295,452879.87,111.9052476295,,,,,,,,,,,1245629.78,,,,0,,-4258001.14,88.7727544763,349210.78,-55.9181419106,,,5785.58,-98.8410624283,,,,,0,,-3914575.94,89.5979223291,717812.92,400.1292941246,,,,,,,-4632388.86,87.7372692685,,,-4632388.86,87.7372692685,,,-4279724.7,83.3039077247,-352664.16,97.0957574925,-5431228.79,78.9915317341,,,,,-0.01,83.3333333333,-0.01,83.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4632388.86,87.6874010003,-4279724.7,83.2073199801,-352664.16,97.0944260254,,,,,,,,,,,
600860.SH,600860,京城股份,10004304,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-03-18 00:00:00,2022-11-17 00:00:00,CNY,1088296501.51,-8.9936749007,1088296501.51,-8.9936749007,,,,,,,,,,,1195187287.62,-8.8527191731,984893416.27,-9.6732450898,,,,,26555135.65,85.9783975516,,,,,,,,,,,,,11522295.19,17.0254398653,43872954.09,-28.3342623195,109762189.03,-2.4291609372,,,18581297.39,-19.43845948,17022353.3,-28.8259636218,993949.67,185.7824239165,,,,,,,,,-10927916.47,-58.3355088573,-10657616.47,4.3704231025,,,,,277928300.45,2152689.08804313,-40765372.67,-49.8928031921,-704596.37,94.0151036187,3043991.19,118.138261088,,,0,,121683620.02,176.1065245333,1952336.46,-8.4365008205,,,1634675.08,-20.8651212786,,,,,0,,122001281.4,176.3369734381,2636860.52,-2.6038277154,,,,,,,119364420.88,173.4429427841,,,119364420.88,173.4429427841,,,156431757.57,220.2981087219,-37067336.69,-14.0885013848,-127558167.27,5.7724840887,,,,,0.34,209.6774193548,0.34,209.6774193548,-3422726.42,-496.5041662794,-3079969.09,-789.7348464685,-342757.33,-182.2587498459,,,,,,,,,,,,,,,,,,,-3079969.09,-789.7348464685,11850.59,,,,,,,,,,,,,,-3091819.68,-792.3886928661,,,,,,,,,115941694.46,171.7179104107,153351788.48,218.3359349159,-37410094.02,-16.6393564713,,,,,,,,,,,标准无保留意见
