SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
600509.SH,600509,天富能源,10002595,通用,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-18 00:00:00,2023-04-18 00:00:00,CNY,2187938306.61,10.7599636282,2187938306.61,10.7599636282,,,,,,,,,,,2000322069.56,-14.2712472444,1732995156.48,-17.7616544232,,,,,,,,,,,,,,,,,,,19418093.4,233.2304610646,35530609.98,40.1238550568,80152907.41,15.042338116,,,132225302.29,5.6320664677,130021504.1,2.2424347168,3245661.95,23.0992595552,,,,,,,,,-722700.0,,,,,,,,784754.65,-70.0646156069,35750.98,,-30047083.08,-5067232.63179197,1544951.48,-49.3407564627,,,0,,159211911.08,145.1977685918,604224.94,-79.8163530965,,,5479833.01,4828.8208992692,,,,,0,,154336303.01,144.1751380343,2793476.23,-16.2492400532,,,,,,,151542826.78,142.9653814736,,,151542826.78,142.9653814736,,,127594432.5,158.110418409,23948394.28,117.987816247,127409311.2,156.0212387423,,,,,0.1108,158.1017304667,0.1108,158.1017304667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151542826.78,142.9653814736,127594432.5,158.110418409,23948394.28,117.987816247,,,,,,,,,,,
600509.SH,600509,天富能源,10002595,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-04-18 00:00:00,2023-04-18 00:00:00,CNY,8142642188.92,15.2522994249,8142642188.92,15.2522994249,,,,,,,,,,,8361675885.02,16.8363682123,7393032941.3,20.2691248921,,,,,1099121.56,1927.1821890335,,,,,,,,,,,,,56060289.12,-21.0949523076,95500443.62,-13.1515482847,329621840.43,-5.8178756167,,,486361248.99,1.6177583072,486577456.91,-2.2089055516,12664083.5,-14.7381798009,,,,,,,,,-33982385.39,-787.6041806148,-19468554.28,-439.6534787636,,,,,-7289376.25,-129.1231762308,-11258739.85,73.3710061469,-47349496.45,-741.098360481,56475522.63,26.4878511894,,,0,,-262438171.41,-255.8872709077,1788468.11,-78.4934326984,,,3265475.5,-60.0872862825,,,,,0,,-263915178.8,-258.5435569078,11883050.4,-40.5855951603,,,,,,,-275798229.2,-194.6315197771,,,-275798229.2,-194.6315197771,,,-198566588.45,-342.9256359659,-77231640.75,-58.3356450383,-249515204.91,-92.1420350098,,,,,-0.1725,-343.4447300771,-0.1725,-343.4447300771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-275798229.2,-194.6315197771,-198566588.45,-342.9256359659,-77231640.75,-58.3356450383,,,,,,,,,,,标准无保留意见
600509.SH,600509,天富能源,10002595,通用,2022-09-30 00:00:00,三季报,2022三季报,058001001,2022-10-28 00:00:00,2022-10-28 00:00:00,CNY,5409791749.07,17.8238287336,5409791749.07,17.8238287336,,,,,,,,,,,6163336028.63,38.0376333085,5467565891.32,46.6364903888,,,,,,,,,,,,,,,,,,,29353834.6,-39.2101095139,75648182.22,-18.4449328516,211955359.27,-10.597039888,,,378812761.22,5.7569941609,381725583.37,4.31217074,11555112.79,-0.4298373957,,,,,,,,,-10856812.39,-10632.2994712247,-10856812.39,-10065.144449695,,,,,-6798483.75,-372.3558179967,,,-7981663.52,-122.4349103964,39212016.25,40.9709879102,,,0,,-739969222.97,-583.3405644938,3609251.33,-53.4503080671,,,2468996.48,-67.5494519424,,,,,0,,-738828968.12,-582.1389396661,9560378.92,-56.163403419,,,,,,,-748389347.04,-669.4173721721,,,-748389347.04,-669.4173721721,,,-641822670.12,-635.0742087508,-106566676.92,-1028.2404915268,-675113032.05,-960.3478193563,,,,,-0.5574,-634.9328214971,-0.5574,-634.9328214971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-748389347.04,-669.4173721721,-641822670.12,-635.0742087508,-106566676.92,-1028.2404915268,,,,,,,,,,,
600509.SH,600509,天富能源,10002595,通用,2022-06-30 00:00:00,中报,2022中报,058001001,2022-08-30 00:00:00,2022-08-30 00:00:00,CNY,3798496591.22,24.4469232613,3798496591.22,24.4469232613,,,,,,,,,,,4340540275.88,49.5108123466,3867746164.72,60.5452485401,,,,,,,,,,,,,,,,,,,25441607.01,-28.5283988799,50711194.15,-18.0351623485,145678006.37,-5.2400548405,,,250963303.63,3.3494009357,253159864.74,2.071996163,9066508.97,11.6704759689,,,,,,,,,-10856812.39,-1274.7213461853,-10856812.39,-1278.0585723656,,,,,2715466.21,-36.3584853221,,,-7769625.98,-116.5257974537,26269955.95,10.0340497608,,,0,,-531684700.87,-404.4841779114,3448281.33,-34.8892760777,,,2426230.25,-16.1199741843,,,,,0,,-530662649.79,-399.7726606468,7375543.35,-46.7829299163,,,,,,,-538038193.14,-429.7563593111,,,-538038193.14,-429.7563593111,,,-445231316.91,-420.8449982811,-92806876.23,-480.4497873374,-475612847.94,-558.1105940252,,,,,-0.3867,-420.9128630705,-0.3867,-420.9128630705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-538038193.14,-429.7563593111,-445231316.91,-420.8449982811,-92806876.23,-480.4497873374,,,,,,,,,,,
600509.SH,600509,天富能源,10002595,通用,2022-03-31 00:00:00,一季报,2022一季报,058001001,2022-04-30 00:00:00,2023-04-18 00:00:00,CNY,1975387346.6,28.8467658229,1975387346.6,28.8467658229,,,,,,,,,,,2333315259.19,62.6725504659,2107283584.47,77.3154379796,,,,,,,,,,,,,,,,,,,5827226.4,-64.9393199469,25356574.7,-17.8453750543,69672529.89,-10.0649881199,,,125175343.73,3.4756868384,127169804.26,2.1389379214,2636621.83,-38.2529350081,,,,,,,,,,,,,,,,,2621495.15,-24.590872292,,,592.98,-99.9671446023,3049693.15,-73.3745190065,,,0,,-352256131.31,-404.9737125361,2993636.1,368.4467019831,,,111179.39,-95.0826758518,,,,,0,,-349373674.6,-406.7860868037,3335463.74,-58.0101224992,,,,,,,-352709138.34,-432.9380883928,,,-352709138.34,-432.9380883928,,,-219572386.49,-341.0573072935,-133136751.85,-996.4748527353,-227430371.16,-394.0746421017,,,,,-0.1907,-341.0872313527,-0.1907,-341.0872313527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-352709138.34,-432.9380883928,-219572386.49,-341.0573072935,-133136751.85,-996.4748527353,,,,,,,,,,,
600509.SH,600509,天富能源,10002595,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-04-15 00:00:00,2023-04-18 00:00:00,CNY,7065058336.84,44.3091721404,7065058336.84,44.3091721404,,,,,,,,,,,7156740673.27,51.3830009994,6147074694.3,62.0535281607,,,,,54219.18,61.884057971,,,,,,,,,,,,,71047785.61,19.1254632882,109962171.73,12.5509782786,349983441.75,11.0223602001,,,478618360.7,3.6590628886,497568270.05,6.447939084,14853170.47,23.2998704884,,,,,,,,,-3828551.75,64.9696551875,-3607602.85,82.3025154126,,,,,25029468.6,223.8922986923,-42280004.69,16.9804719913,-5629483.86,61.7604373509,44648969.92,-9.0794218036,,,0,,-73741938.21,-149.6700263448,8315916.18,8.1909682417,,,8181542.16,-59.0671503313,,,,,0,,-73607564.19,-154.0587071672,20000285.17,-45.3839550268,,,,,,,-93607849.36,-194.0380972869,,,-93607849.36,-194.0380972869,,,-44830683.15,-192.3766810114,-48777166.21,-195.6186815305,-129859770.09,-556.5202966617,,,,,-0.0389,-192.3990498812,-0.0389,-192.3990498812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-93607849.36,-194.0380972869,-44830683.15,-192.3766810114,-48777166.21,-195.6186815305,,,,,,,,,,,标准无保留意见
600509.SH,600509,天富能源,10002595,通用,2021-09-30 00:00:00,三季报,2021三季报,058001001,2021-10-16 00:00:00,2022-10-28 00:00:00,CNY,4591424168.79,30.7769393577,4591424168.79,30.7769393577,,,,,,,,,,,4464967908.32,29.9357930379,3728652995.46,34.4519297609,,,,,,,,,,,,,,,,,,,48287362.2,51.898145706,92757182.19,20.7694925342,237078681.74,5.9103547471,,,358191686.73,8.339018523,365945393.2,8.9724763371,11604995.4,26.5220185119,,,,,,,,,-101160.17,-101.6355661124,-106804.31,70.5276206725,,,,,2496177.17,-64.0906191311,16162.97,-95.8148686912,-3588314.22,80.6225441522,27815663.94,-11.6641512363,,,0,,153094790.16,51.448052609,7753545.04,0.6182834644,,,7608489.31,79.0734070599,,,,,0,,153239845.89,46.5786961111,21809126.77,0.8092517918,,,,,,,131430719.12,58.5214557893,,,131430719.12,58.5214557893,,,119950216.18,158.1087768876,11480502.94,-68.4927267528,78469778.95,1524.4051362779,,,,,0.1042,157.9207920792,0.1042,157.9207920792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131430719.12,58.5214557893,119950216.18,158.1087768876,11480502.94,-68.4927267528,,,,,,,,,,,
600509.SH,600509,天富能源,10002595,通用,2021-06-30 00:00:00,中报,2021中报,058001001,2021-08-21 00:00:00,2022-08-30 00:00:00,CNY,3052302533.22,29.501759228,3052302533.22,29.501759228,,,,,,,,,,,2903161455.52,24.9104331268,2409131506.47,27.3333812564,,,,,,,,,,,,,,,,,,,35596805.74,36.2808140606,61869449.88,31.9060422319,153733738.58,15.0371172671,,,242829954.85,7.6639256384,248020881.59,8.4283150769,8118984.8,65.9624620989,,,,,,,,,924203.21,-85.0574049919,921585.11,354.3090812023,,,,,4266815.81,77.2987033699,,,-3588314.22,-118.0540357186,23874387.98,13.59726448,,,0,,174618170.48,186.3544704245,5296026.71,11.876182209,,,2892500.6,-1.3672185192,,,,,0,,177021696.59,181.9671765774,13859356.29,-9.4395505872,,,,,,,163162340.3,243.6662506867,,,163162340.3,243.6662506867,,,138768352.1,868.6882123661,24393988.2,-26.4168298683,103820530.27,1134.273687105,,,,,0.1205,871.7741935484,0.1205,871.7741935484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163162340.3,243.6662506867,138768352.1,868.6882123661,24393988.2,-26.4168298683,,,,,,,,,,,
600509.SH,600509,天富能源,10002595,通用,2021-03-31 00:00:00,一季报,2021一季报,058001001,2021-04-20 00:00:00,2022-04-30 00:00:00,CNY,1533129166.25,20.2860922628,1533129166.25,20.2860922628,,,,,,,,,,,1434363236.15,17.3712397834,1188437740.38,17.3828127915,,,,,,,,,,,,,,,,,,,16620403.23,136.9569181671,30864451.9,49.7791955826,77469862.33,13.0254343117,,,120970778.31,6.6150420166,124506683.59,9.6768106913,4270035.88,109.8273426877,,,,,,,,,2618.1,,,,,,,,3476363.18,56.078511807,,,1804817.6,,11454039.65,14.3466037056,,,0,,115503768.63,78.2923388363,639055.86,-63.7988926579,,,2260973.38,46.3906844962,,,,,0,,113881851.11,75.1915946586,7943494.81,2.21288131,,,,,,,105938356.3,85.101244185,,,105938356.3,85.101244185,,,91087214.47,134.2787543394,14851141.83,-19.0797420628,77337634.26,201.8538507996,,,,,0.0791,134.0236686391,0.0791,134.0236686391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105938356.3,85.101244185,91087214.47,134.2787543394,14851141.83,-19.0797420628,,,,,,,,,,,
600509.SH,600509,天富能源,10002595,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-04-20 00:00:00,2022-04-15 00:00:00,CNY,4895779133.13,-2.7965219922,4895779133.13,-2.7965219922,,,,,,,,,,,4727572201.65,-11.7341083558,3793237187.78,-11.4618157029,,,,,33492.6,,,,,,,,,,,,,,59641141.07,11.5447135898,97699880.9,-13.9359298947,315236895.63,-26.7786711521,,,461723603.67,-2.6409494157,467428749.05,-3.1793726847,12046379.62,-50.340741951,,,,,,,,,-10929243.69,-117.5746455006,-20384833.97,-4272.1205988246,,,,,7727713.41,88.5065703928,-50927782.54,71.0603665149,-14721621.98,-318.822239232,49107661.66,-18.0172652585,,,0,,148463658.34,139.8308228502,7686331.23,-35.8392979771,,,19987717.02,-48.0942784748,,,,,0,,136162272.55,134.1033586771,36619797.68,61.2837462245,,,,,,,99542474.87,123.5900123664,,,99542474.87,123.5900123664,,,48530302.95,112.540938132,51012171.92,245.7754428191,-19780008.44,95.8685325602,,,,,0.0421,112.5260339185,0.0421,112.5260339185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99542474.87,123.5900123664,48530302.95,112.540938132,51012171.92,245.7754428191,,,,,,,,,,,标准无保留意见
