601398.SH,601398,工商银行,10008224,银行,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-29 00:00:00,2023-04-29 00:00:00,CNY,3588743000000,452641000000,175174000000,813397000000,879856000000,,,80900000000,1161510000000,,,,23865875000000,,,,,,,,7841972000000,2310849000000,,64725000000,,,,270832000000,16115000000,,,,,,,104216000000,,407090000000,,0,42033895000000,195673000000,2579920000000,561933000000,,64817000000,,,94235000000,655121000000,31983874000000,,357212000000,357212000000,39430000000,87987000000,,,,4808000000,,,1084479000000,,,,,722834000000,,0,38432323000000,356407000000,354331000000,134614000000.0,219717000000.0,,148174000000,,,-27875000000,,392556000000,496862000000,1860928000000,,,,0,3581383000000,20189000000,,0,3601572000000,,,42033895000000,,,,,,,,,,2.2486920974,33.0072609627,-42.1113332562,66.0231053416,19.0788823701,,,-27.7717265147,2.0939854283,,,,13.5952135735,,,,,,,,10.815799094,34.2964839453,,-0.4031575546,,,,1.1756355418,-9.4764633187,,,,,,,17.5615919141,,-2.8960167545,,,12.7020885223,308.3411590392,-6.3766721173,10.8543708856,,-20.2232670343,,,-19.8613827706,28.8672204639,14.3396802044,,52.4338671753,52.4338671753,21.517504931,-34.4691214586,,,,-10.1644245142,,,32.1331664935,,,,,-0.1667032668,,,13.2308980223,0,0.0,,,,-0.2101208195,,,4.4755148898,,9.8744111712,13.1592732109,8.8017661531,,,,,7.3303172574,11.369152692,,,7.3521407702,,,12.7020885223,,,,,,,,0
601398.SH,601398,工商银行,10008224,银行,2022-12-31 00:00:00,年报,2022年报,058001001,2023-03-31 00:00:00,2023-04-29 00:00:00,CNY,3427892000000,365733000000,123858000000,826799000000,747474000000,,,87205000000,864122000000,,,,22591676000000,,,,,,,,7563132000000,2223096000000,,65790000000,,,,274839000000,17072000000,,,,,,,101117000000,,330341000000,,0,39610146000000,145781000000,2664901000000,522811000000,,64287000000,,,96350000000,574778000000,29870491000000,,375452000000,375452000000,49413000000,102074000000,,,,3950000000,,,905953000000,,,,,718486000000,,0,36094727000000,356407000000,354331000000,134614000000.0,219717000000.0,,148174000000,,,-23756000000,,392487000000,496719000000,1771747000000,,,,0,3496109000000,19310000000,,0,3515419000000,,,39610146000000,,,,,,,,标准无保留意见,,10.6329059997,5.5637496139,-53.4301892752,72.0014645522,19.9368444361,,,14.5324402417,30.2377105514,,,,12.3449764287,,,,,,,,10.7188725171,23.2585423408,,6.4873264057,,,,1.7858134858,-6.1049389506,,,,,,,27.5779406755,,-25.5983711602,,,12.6203823148,266.9939329859,9.5905356318,6.8400294274,,-26.2594631796,,,35.0631509595,57.0676307512,12.9670460083,,29.3137059054,29.3137059054,20.2760265803,-6.2655536883,,,,-29.7652916074,,,14.4783446533,,,,,-1.8217644278,,,13.1633607531,0,0.0,0.0,0.0,,-0.2846625437,,,-29.5098947828,,9.8883161753,13.1602088611,9.3237741586,,,,,7.3165109101,10.3239444667,,,7.3325826546,,,12.6203823148,,,,,,,,0
601398.SH,601398,工商银行,10008224,银行,2022-09-30 00:00:00,三季报,2022三季报,058001001,2022-10-29 00:00:00,2022-10-29 00:00:00,CNY,3389666000000,452242000000,304853000000,622330000000,679086000000,,,175236000000,1284800000000,,,,22302450000000,,,,,,,,7621029000000,1854558000000,,63286000000,,,,280529000000,17282000000,,,,,,,99276000000,,404038000000,,0,39550661000000,96809000000,2620699000000,519795000000,,72600000000,,,174276000000,472619000000,30091501000000,,295750000000,295750000000,42995000000,99602000000,,,,3961000000,,,893485000000,,,,,737564000000,,0,36121656000000,356407000000,354331000000,134614000000.0,219717000000.0,,148102000000,,,-14013000000,,357315000000,442755000000,1764954000000,,,,0,3409851000000,19154000000,,0,3429005000000,,,39550661000000,,,,,,,,,,-6.5386128688,7.9166527468,11.411885523,30.1787649197,6.9697986419,,,90.4325146707,50.4585308043,,,,12.2787319918,,,,,,,,11.9728180811,18.1672385285,,50.1696604418,,,,12.1510384392,-43.3859660617,,,,,,,24.1757142142,,6.9090062367,,,11.7311352547,291.5588092542,4.3817073248,8.7826398147,,-17.8909510399,,,134.4940796555,30.5804601353,12.1078066395,,10.27341842,10.27341842,34.1706974567,-0.8580187928,,,,-13.6660854403,,,14.3410530303,,,,,10.3189774056,,,12.0580158432,0,7.7396716706,,,,-0.2908425007,,,-35.8112037217,,10.5642780669,30.2186118603,6.3601406039,,,,,8.3835649008,11.4317295945,,,8.4001283476,,,11.7311352547,,,,,,,,0
601398.SH,601398,工商银行,10008224,银行,2022-06-30 00:00:00,中报,2022中报,058001001,2022-08-31 00:00:00,2022-08-31 00:00:00,CNY,3348474000000,458179000000,312560000000,551041000000,765787000000,,,116493000000,1178806000000,,,,21737421000000,,,,,,,,7678849000000,1729559000000,,65020000000,,,,272938000000,17896000000,,,,,,,97468000000,,413885000000,,0,38744376000000,66924000000,2798085000000,504667000000,,87250000000,,,116891000000,490885000000,29272001000000,,258680000000,258680000000,37677000000,80036000000,,,,5016000000,,,852124000000,,,,,840834000000,,0,35411070000000,356407000000,354331000000,,,,148102000000,,,-23414000000,,357302000000,442598000000,1678872000000,,,,0,3314198000000,19108000000,,0,3333306000000,,,38744376000000,,,,,,,,,,-8.318155583,4.2178074589,13.6590084292,-4.8013848554,9.0908184372,,,4.8522978884,16.1698823131,,,,11.7473566481,,,,,,,,17.5115015553,7.4843067079,,51.1565732884,,,,9.6206985188,-44.9133499554,,,,,,,30.0856845421,,12.6646885889,,,10.2688491475,56.848223493,14.1200744898,-3.9923675885,,-1.2819207314,,,33.5820810239,63.914637567,10.0354656864,,-15.3304071459,-15.3304071459,37.4320627394,3.3215857893,,,,67.2557519173,,,9.0131270061,,,,,5.5639811379,,,10.3510350138,0,19.7829019205,,,,-0.2908425007,,,-89.6023969552,,10.5681244991,30.2164792553,6.3626031238,,,,,9.3834429633,12.9514689366,,,9.4032539639,,,10.2688491475,,,,,,,,0
601398.SH,601398,工商银行,10008224,银行,2022-03-31 00:00:00,一季报,2022一季报,058001001,2022-04-30 00:00:00,2022-04-30 00:00:00,CNY,3509818000000,340313000000,302605000000,489930000000,738885000000,,,112006000000,1137687000000,,,,21009578000000,,,,,,,,7076583000000,1720707000000,,64987000000,,,,267685000000,17802000000,,,,,,,88648000000,,419231000000,,0,37296465000000,47919000000,2755638000000,506911000000,,81248000000,,,117590000000,508369000000,27972681000000,,234339000000,234339000000,32448000000,134268000000,,,,5352000000,,,820747000000,,,,,724041000000,,0,33941551000000,356407000000,354331000000,,,,148486000000,,,-29181000000,,357277000000,439082000000,1710384000000,,,,0,3336786000000,18128000000,,0,3354914000000,,,37296465000000,,,,,,,,,,-3.0274145492,-3.409626312,13.3844666597,-15.0781998859,-10.1751310504,,,-24.0961487636,13.5251884707,,,,10.7681394907,,,,,,,,12.6477066078,6.7354662144,,57.3458912401,,,,7.1031320519,-47.1499821874,,,,,,,33.0671430073,,28.2597189631,,,8.5223301784,-14.3676620383,11.5048824189,3.4702292258,,-19.5277524662,,,-1.208119098,62.7619349489,7.8180772657,,-26.7397584034,-26.7397584034,39.9344488529,13.5285960699,,,,108.1680280047,,,-2.0084315441,,,,,25.2666089965,,,8.1860454857,0,56.9092946121,,,,-0.0323158334,,,-143.5199866478,,10.5980355435,29.2257614508,7.1615457872,,,,,12.0600387483,9.5016611296,,,12.0458935714,,,8.5223301784,,,,,,,,0
601398.SH,601398,工商银行,10008224,银行,2021-12-31 00:00:00,年报,2021年报,058001001,2022-03-31 00:00:00,2023-03-31 00:00:00,CNY,3098438000000,346457000000,265962000000,480693000000,623223000000,,,76140000000,663496000000,,,,20109200000000,,,,,,,,6830933000000,1803604000000,,61782000000,,,,270017000000,18182000000,,,,,,,79259000000,,443997000000,,0,35171383000000,39723000000,2431689000000,489340000000,,87180000000,,,71337000000,365943000000,26441774000000,,290342000000,290342000000,41083000000,108897000000,,,,5624000000,,,791375000000,,,,,731818000000,,0,31896125000000,356407000000,354331000000,134614000000.0,219717000000.0,,148597000000,,,-18343000000,,357169000000,438952000000,1620642000000,,,,0,3257755000000,17503000000,,0,3275258000000,,,35171383000000,,,,,,,,标准无保留意见,,-12.4189502218,-33.7448103222,-4.22858789,-14.0059465029,-20.5562134552,,,-43.2447542022,-10.2520262739,,,,10.8780123518,,,,,,,,9.0216238715,17.0420535397,,49.9344755618,,,,8.4113913124,-48.3069399824,,,,,,,17.0513786127,,-2.1153371312,,,5.477048503,-27.7422054062,5.0113942434,4.4223842122,,-0.8619709341,,,-49.3966929838,24.7104970794,5.2001680862,,-13.505284858,-13.505284858,26.5650030807,3.3374454356,,,,95.209996529,,,-0.8459806522,,,,,10.0950031216,,,4.7989352449,0,56.9092946121,,,,0.0424145314,,,-75.9014192558,,10.6091152051,29.2171645064,7.2876380781,,,,,12.5886555461,9.3049397365,,,12.5705830697,,,5.477048503,,,,,,,,0
601398.SH,601398,工商银行,10008224,银行,2021-09-30 00:00:00,三季报,2021三季报,058001001,2021-10-30 00:00:00,2021-10-30 00:00:00,CNY,3626809000000,419066000000,273627000000,478058000000,634839000000,,,92020000000,853923000000,,,,19863468000000,,,,,,,,6806142000000,1569435000000,,42143000000,,,,250135000000,30526000000,,,,,,,79948000000,,377927000000,,0,35398066000000,24724000000,2510688000000,477829000000,,88419000000,,,74320000000,361937000000,26841575000000,,268197000000,268197000000,32045000000,100464000000,,,,4588000000,,,781421000000,,,,,668574000000,,0,32234781000000,356407000000,328877000000,,,,148534000000,,,-10318000000,,323174000000,340009000000,1659413000000,,,,0,3146096000000,17189000000,,0,3163285000000,,,35398066000000,,,,,,,,,,12.9807972372,-39.9820977178,-13.1392491858,-27.1026355757,-28.9392472366,,,-18.9008161035,-30.0094667863,,,,10.6067928444,,,,,,,,10.7602853084,1.7903388893,,6.6263536079,,,,5.7872455604,-26.1693997001,,,,,,,20.8531737034,,12.1688080801,,,5.7547310425,-56.3796753705,21.6364976157,-15.1025796376,,-18.242593483,,,-43.6436018957,28.8169555469,4.9099468962,,-27.4140772797,-27.4140772797,1.7560015242,20.7485486953,,,,77.6917118513,,,-2.8617352152,,,,,17.577934023,,,5.1713600079,0,45.6374352911,,,,-0.0201933174,,,45.3322030306,,10.3830586628,11.3983729715,10.8959755248,,,,,12.1091666224,8.7842541611,,,12.0905502325,,,5.7547310425,,,,,,,,0
601398.SH,601398,工商银行,10008224,银行,2021-06-30 00:00:00,中报,2021中报,058001001,2021-08-28 00:00:00,2021-08-28 00:00:00,CNY,3652276000000,439636000000,274998000000,578833000000,701972000000,,,111102000000,1014726000000,,,,19452291000000,,,,,,,,6534551000000,1609127000000,,43015000000,,,,248984000000,32487000000,,,,,,,74926000000,,367360000000,,0,35136284000000,42668000000,2451878000000,525653000000,,88383000000,,,87505000000,299476000000,26602333000000,,305517000000,305517000000,27415000000,77463000000,,,,2999000000,,,781671000000,,,,,796516000000,,0,32089477000000,356407000000,295811000000,,,,148534000000,,,-12349000000,,323151000000,339894000000,1578442000000,,,,0,3029890000000,16917000000,,0,3046807000000,,,35136284000000,,,,,,,,,,3.0977225932,-29.3479361355,-12.3378237946,-6.7625512229,-31.4169701896,,,44.4177249743,-26.0144409228,,,,11.1348012064,,,,,,,,12.3764848559,5.365696187,,51.8515903555,,,,2.5892047796,-22.7511591963,,,,,,,16.867357125,,15.4740799417,,,6.1134132298,31.5168141047,2.9271036669,-11.130253074,,-29.6795188008,,,-15.9688478307,19.3859205013,6.1212340737,,-11.0462475543,-11.0462475543,-8.1051184929,8.6635711981,,,,14.1606395128,,,7.5773486024,,,,,25.0769054412,,,5.6782762298,0,43.5056177595,,,,-0.0195203382,,,-918.8943894389,,10.3778418406,11.3866058437,10.9188649811,,,,,10.9497866245,6.4631843927,,,10.9238316035,,,6.1134132298,,,,,,,,0
601398.SH,601398,工商银行,10008224,银行,2021-03-31 00:00:00,一季报,2021一季报,058001001,2021-04-30 00:00:00,2021-04-30 00:00:00,CNY,3619392000000,352326000000,266884000000,576919000000,822584000000,,,147563000000,1002145000000,,,,18967167000000,,,,,,,,6282048000000,1612123000000,,41302000000,,,,249932000000,33684000000,,,,,,,66619000000,,326861000000,,0,34367549000000,55959000000,2471316000000,489910000000,,100964000000,,,119028000000,312339000000,25944333000000,,319872000000,319872000000,23188000000,118268000000,,,,2571000000,,,837569000000,,,,,578000000000,,0,31373317000000,356407000000,225819000000,,,,148534000000,,,-11983000000,,323041000000,339779000000,1596080000000,,,,0,2977677000000,16555000000,,0,2994232000000,,,34367549000000,,,,,,,,,,-9.0604339652,-13.0261124578,2.2265973624,10.1101829002,-24.22819676,,,30.4781862875,6.4144167486,,,,11.1068042902,,,,,,,,13.0698943717,6.303262971,,42.5730953778,,,,2.3560584653,-19.2907631484,,,,,,,20.2509025271,,21.0125691861,,,7.0824364241,291.3216783217,8.1578491288,-14.0001825638,,-22.3060999915,,,-6.2217845184,-3.5862784258,7.1181588465,,4.6992782678,4.6992782678,-8.9238020424,2.0545876587,,,,21.1592836946,,,13.7958066813,,,,,25.880674703,,,7.024357219,0,9.5506762657,,,,-0.35755734,,,-728.6988457503,,10.4655377587,11.3693574397,9.8613517363,,,,,7.7364461858,0.69338848,,,7.6947977444,,,7.0824364241,,,,,,,,0
601398.SH,601398,工商银行,10008224,银行,2020-12-31 00:00:00,年报,2020年报,058001001,2021-03-27 00:00:00,2022-03-31 00:00:00,CNY,3537795000000,522913000000,277705000000,558984000000,784483000000,,,134155000000,739288000000,,,,18136328000000,,,,,,,,6265668000000,1540988000000,,41206000000,,,,249067000000,35173000000,,,,,,,67713000000,,453592000000,,0,33345058000000,54974000000,2315643000000,468616000000,,87938000000,,,140973000000,293434000000,25134726000000,,335676000000,335676000000,32460000000,105380000000,,,,2881000000,,,798127000000,,,,,664715000000,,0,30435543000000,356407000000,225819000000,,,,148534000000,,,-10428000000,,322911000000,339701000000,1510558000000,,,,0,2893502000000,16013000000,,0,2909515000000,,,33345058000000,,,,,,,,标准无保留意见,,6.6270212989,10.0116762215,16.6528746834,-1.4212326049,-18.459521993,,,96.3885757784,-12.5295497086,,,,11.0848634788,,,,,,,,20.3046676499,4.3413376379,,26.8267159126,,,,1.7006802721,-11.4342549227,,,,,,,8.2784316234,,85.6829988169,,,10.7462059402,5305.5063913471,30.3618154387,-4.4134355119,,-13.9903366523,,,65.5001173985,11.4561690716,9.38768991,,-5.5572436612,-5.5572436612,-8.0479306535,-3.8512422332,,,,53.8174052322,,,7.4375904425,,,,,39.5243642623,,,11.0079962628,0,9.5506762657,,,,-0.35755734,,,-723.6966824645,,10.4758613847,11.3704392185,10.3776590459,,,,,8.1203623365,1.2391730417,,,8.0799315603,,,10.7462059402,,,,,,,,0
